213,868617060495613
212,868617061114262
211,868617061055051
227,868617060536465
228,868617060615319
291,868617060526433
290,868617060539642
293,868617060551266
292,868617060623735
294,868617060624683
295,868617060563808
216,868617061152577
217,868617060652742
215,868617061138048
8,868617060486042
121,868617060490838
147,868617060521541
116,868617060574672
12,868617061183507
11,868617060640697
10,868617060607894
90,868617061119774
17,868617061100691
18,868617060657477
15,868617060593102
14,868617060592906
14,868617060592906
93,868617060509132
16,868617060573898
120,868617060540392
91,868617061119030
92,868617061119121
84,868617061101699
85,868617060518208
60,868617060545730
59,868617060544253
55,868617060603802
145,868617061091379
268,868617060567536
275,868617060561943
229,868617060596196
267,868617060651520
303,868617060640598
299,868617060533827
91,868617061119030
302,868617060641356
276,868617060634153
312,868617060537802
280,868617060650662
281,868617060615582
316,868617060641208
313,868617060629047
273,868617060641901
274,868617060585603
266,868617060489038
283,868617060573351
277,868617060495498
284,868617060517465
285,868617060639616
288,868617060573260
279,868617060659192
194,868617061117372
193,868617061034098
296,868617060537927
199,868617061098358
259,868617060600410
260,868617060650282
246,868617060554443
214,868617061138857
218,868617060608975
241,868617060555150
244,868617060604669
51,868617060521020
66,868617061066140
61,868617060659499
49,868617061132611
69,868617060568948
72,868617060568278
50,868617060620707
70,868617060602010
71,868617060639905
269,868617060582303
282,868617060535517
270,868617060565688
230,868617060490549
308,868617060602879
309,868617060534734
311,868617060523349
315,868617060550367
314,868617060507847
307,868617060565209
264,868617060550375
289,868617060602283
298,868617060653781
265,868617060575471
287,868617060523869
286,868617060650423
261,868617060586411
271,868617060541655
310,868617060628817
306,868617060538271
272,868617060641646
149,868617061149870
148,868617060532274
151,868617060565373
152,868617060508191
0,868617060521046
1,868617060509165
23,868617061142701
25,868617060508472
113,868617060562545
26,868617061123248
24,868617060556976
114,868617060524305
111,868617060563568
112,868617060562453
109,868617060507706
108,868617060526730
110,868617060591270
107,868617060552108
117,868617061130599
118,868617061143394
36,868617060659879
127,868617060571314
77,868617060506948
146,868617061149540
37,868617060604784
41,868617061102408
40,868617061171767
33,868617060604875
42,868617061130672
86,868617060595255
53,868617060562073
56,868617060521608
54,868617060502681
45,868617060511997
44,868617061170959
43,868617060509314
46,868617061062511
47,868617060557396
39,868617060507409
100,868617060603380
90,868617060573161
93,868617061171395
91,868617061171155
180,868617061132447
180,868617061132447
203,868617060582063
0,868617061061133
6,868617060592989
5,868617060540830
7,868617060589878
2,868617060549955
65,868617061156339
64,868617061117471
66,868617060497262
73,868617060641398
69,868617060540525
114,868617060587195
189,868617061131514
204,868617060659572
122,868617060590603
121,868617060597988
112,868617060636588
212,868617060557255
85,868617061073682
78,868617061122711
127,868617060594936
81,868617060514819
84,868617061122752
202,868617060576859
33,868617061155877
211,868617060593979
173,868617060523018
61,868617060511799
54,868617061130938
48,868617060514967
205,868617060567809
110,868617060618404
158,868617060515717
156,868617060581677
234,868617060508514
157,868617060533736
234,868617060508514
20,868617060481837
19,868617060593607
232,868617060542315
20,868617060481837
71,868617060599349
161,868617060621184
216,868617060625110
216,868617060625110
199,868617061170975
214,868617061095016
207,868617060501824
218,868617060542679
213,868617060541705
217,868617060544352
168,868617060484658
162,868617060602242
240,868617060655489
179,868617060585835
178,868617060559210
176,868617060487651
201,868617060587724
159,868617060570639
224,868617060581768
220,868617060519792
220,868617060519792
228,868617060603885
228,868617060603885
154,868617060505718
154,868617060505718
68,868617060498211
115,868617060596535
111,868617060510544
116,868617060571884
77,868617061073401
76,868617060643253
118,868617060502632
